address,balance,lifetime,tx_in,tx_out,investment_in,payment_out,investment_to_contract/tx_in,payment_from_contract/tx_out,#addresses_paying_contract,#addresses_paid_by_contract,mean_v1,sdev_v1,mean_v2,sdev_v2,paid_rate,paid_one,percentage_some_tx_in,sdev_tx_in,percentage_some_tx_out,sdev_tx_out,owner_gets_eth_Wo_investing,owner_gets_eth_investing,owner_no_eth
0x475de1f3e1ba5aeefc9fc694852c8fce59b353a1,0.030080,274,13,2,10,2,0.7692,1.0,3,2,-1.600000,3.32265,-0.006016,0.008214,0.2000,0.0000,0.0219,2.192158,0.0036,0.0,0,0,1
0x47653de428ff814cc2b78e7a4b569c1aec4add7c,5.440000,94,109,93,106,92,0.9725,0.9892,58,30,-0.162791,3.818134,-0.063256,1.783772,0.8679,0.0345,0.5638,1.509906,0.4362,1.623372,0,0,1
0x47a8a30a59eea5c2b06dfa84e91be53444b9a419,0,226,8561,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9336,82.200472,0.0000,0.0,0,0,1
0x47f383f5acbacc18a3d9ff6f7af8b49bfed27c61,1.305041,1412,97,27,38,27,0.3918,1.0,23,18,-0.478261,0.82723,-0.056741,0.205892,0.7105,0.7826,0.0453,0.728701,0.0191,0.0,0,0,1
0x4824a7b64e3966b0133f4f4ffb1b9d6beb75fff7,0,155,9916,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9935,119.67794,0.0000,0.0,0,0,1
0x48845c3da5bb1a4060fa2cea0ad5a3ef3af9a874,0,70,9998,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.5857,882.091046,0.0000,0.0,0,0,1
0x48acc9ccee8b3581325fdf5171a997b02e95f781,0.005700,229,86,1,60,1,0.6977,1.0,24,1,-2.458333,2.36254,-0.000238,0.000238,0.0167,0.0417,0.2314,1.013613,0.0044,0.0,0,1,0
0x48bd67ad140c9d10f94099c1cef7ab17d90ac335,0.010000,4,9626,0,1,0,0.0001,0.0,1,0,-1.000000,0.0,-0.010000,0.0,0.0000,0.0000,1.0000,4164.716227,0.0000,0.0,0,0,1
0x48bf5e13a1ee8bd4385c182904b3abf73e042675,0.214843,390,345,1470,343,1464,0.9942,0.9959,64,174,5.900000,16.378918,-0.001131,0.70774,4.2682,0.7500,0.2179,11.261964,0.6179,9.227779,0,1,0
0x48f775efbe4f5ece6e0df2f7b5932df56823b990,6.012100,209,9898,0,4,0,0.0004,0.0,3,0,-1.333333,0.471405,-2.004033,2.818518,0.0000,0.0000,0.8900,69.660907,0.0000,0.0,0,0,1
0x491c9a23db85623eed455a8efdd6aba9b911c5df,0,32,9745,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9062,981.226695,0.0000,0.0,0,0,1
0x4946583c5b86e01ccd30c71a05617d06e3e73060,0,208,9773,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9567,135.624585,0.0000,0.0,0,0,1
0x494bbaf0124285e6ecb4dfd9eac76e18a9bf470f,0,623,8101,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.2632,336.919557,0.0000,0.0,0,0,1
0x49aec0752e68d0282db544c677f6ba407ba17ed7,0,1413,3419,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.3270,14.794913,0.0000,0.0,0,0,1
0x49c822edcd0acd5e2b41834a0c2c716a8f0a106c,0.000000,1,6,2,2,2,0.3333,1.0,1,1,0.000000,0.0,0.000000,0.0,1.0000,1.0000,2.0000,1.0,2.0000,0.0,0,1,0
0x4a153378ba593132e32b2452bf4ed3ca63ec075d,0.100000,724,25,6,8,6,0.32,1.0,6,1,-0.333333,1.490712,-0.016667,2.026834,0.7500,0.1667,0.0166,0.862007,0.0083,0.0,0,0,1
0x4a6058666cf1057eac3cd3a5a614620547559fc9,0,135,9530,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.1556,668.497649,0.0000,0.0,0,0,1
0x4a8f44be523580a11cdb20e2c7c470adf44ec9bb,0.000000,85,9984,1,1,1,0.0001,1.0,1,1,0.000000,1.0,0.000000,1.0,1.0000,0.0000,1.0118,701.943426,0.0118,0.0,0,0,1
0x4acbad9064c1a248ff73b1855613c16d9f5894b4,0,85,7113,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9647,49.787306,0.0000,0.0,0,0,1
0x4b094858cf18d2a7c5a50c5f9983e0a84b66f793,0,61,13,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0492,4.027682,0.0000,0.0,0,0,1
0x4b30ac1d2e09d0bafe995b056661a720441fe40a,3.160874,739,832,216,661,216,0.7945,1.0,117,50,-3.771186,7.928078,-0.026787,0.254291,0.3268,0.4188,0.2463,8.121526,0.1218,2.388863,0,1,0
0x4b317864a05c91225ab8f401ec7be0aeb87e9c12,0.899901,317,9997,1,1,1,0.0001,1.0,1,1,0.000000,1.0,-0.449950,0.45005,1.0000,0.0000,0.0694,846.83049,0.0032,0.0,0,0,1
0x4b637bba81d24657d4c6acc173275f3e11a8d5d7,0,359,5,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0084,0.471405,0.0000,0.0,0,0,1
0x4c382f8e09615ac86e08ce58266cc227e7d4d913,2.666059,58,989,1,175,1,0.1769,1.0,160,1,-1.080745,0.352016,-0.016559,141.995399,0.0057,0.0000,4.0517,9.293966,0.0172,0.0,0,0,1
0x4c99e7fdf00eaca5f52ab087b7904b8080acaa84,0,1,7,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,2.0000,1.5,0.0000,0.0,0,0,1
0x4c9d5672ae33522240532206ab45508116daf263,0,9,9456,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.1111,1142.101589,0.0000,0.0,0,0,1
0x4cc29dd2b01a3e0ed005c6e2deb5b3666e4c240c,-0.488592,54,9026,1,49,1,0.0054,1.0,49,1,-0.960000,0.28,0.009772,0.069343,0.0204,0.0000,0.0370,223.0,0.0185,0.0,1,0,0
0x4ccc3759eb48faf1c6cfadad2619e7038db6b212,-0.326610,17,9773,1,6,1,0.0006,1.0,6,1,-0.714286,0.699854,0.046659,0.126751,0.1667,0.0000,0.1176,4770.5,0.0588,0.0,1,0,0
0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466,1.000000,84,9894,0,1,0,0.0001,0.0,1,0,-1.000000,0.0,-1.000000,0.0,0.0000,0.0000,0.8571,121.221875,0.0000,0.0,0,0,1
0x4cf488387f035ff08c371515562cba712f9015d4,0,10,6377,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.5000,2502.559218,0.0000,0.0,0,0,1
0x4cfeb6aef08a173e14b75288bf70d49265979971,0,13,50,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.4615,10.51454,0.0000,0.0,0,0,1
0x4d09c5e758ca68be27240f29fb681e5a5341ca98,0,189,9990,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9577,151.685015,0.0000,0.0,0,0,1
0x4d829f8c92a6691c56300d020c9e0db984cfe2ba,0,386,445,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.2539,4.312224,0.0000,0.0,0,0,1
0x4dac1801ffa1534346ce8a1114e9a40ef908d7fd,0.029104,1151,39,4,13,4,0.3333,1.0,5,2,-1.800000,2.481935,-0.005821,0.011614,0.3077,0.4000,0.0078,3.333333,0.0035,0.0,0,1,0
0x4de2573e27e648607b50e1cfff921a33e4a34405,0,266,9633,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9962,75.814878,0.0000,0.0,0,0,1
0x4df812f6064def1e5e029f1ca858777cc98d2d81,0.002000,67,9886,0,1,0,0.0001,0.0,1,0,-1.000000,0.0,-0.002000,0.0,0.0000,0.0000,4.4030,47.272227,0.0000,0.0,0,0,1
0x4e0603e2a27a30480e5e3a4fe548e29ef12f64be,-0.000002,10,9939,1,126,1,0.0127,1.0,89,1,-1.388889,1.092341,0.000000,26.513717,0.0079,0.0000,6.7000,286.164526,0.1000,0.0,0,0,1
0x4e260e3ca268e40133c84b142de73108a7c1ec99,0.000000,1135,191,102,102,102,0.534,1.0,90,1,0.000000,10.758079,0.000000,0.78598,1.0000,0.0000,0.0352,11.967639,0.0044,24.146221,1,0,0
0x4e279d8638e8669fad40e018fc181d26ee780380,0.006351,612,1107,0,15,0,0.0136,0.0,11,0,-1.363636,0.481046,-0.000577,0.000761,0.0000,0.0000,0.1095,41.577605,0.0000,0.0,0,0,1
0x4e8056dfe7124a74acb23244e3e24110e2af0a98,0,116,11,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0431,1.16619,0.0000,0.0,0,0,1
0x4f3afec4e5a3f2a6a1a411def7d7dfe50ee057bf,0,899,8438,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9633,8.975273,0.0000,0.0,0,0,1
0x4f5f0933158569c026d617337614d00ee6589b6e,0,0,1,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x4f7c5bd3f7d62a9c984e265d73a86f5515f3e92b,0,99,306,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.4545,1.851707,0.0000,0.0,0,0,1
0x4f833a24e1f95d70f028921e27040ca56e09ab0b,0,43,9276,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9302,289.058022,0.0000,0.0,0,0,1
0x4f878c0852722b0976a955d68b376e4cd4ae99e5,0,13,9935,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.8462,1281.045086,0.0000,0.0,0,0,1
0x4fabb145d64652a948d72533023f6e7a623c7c53,0,157,9811,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9745,43.42243,0.0000,0.0,0,0,1
0x4fe96f8b4c6cfa819a4162ac4630787c191471e4,0,77,4,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0390,0.471405,0.0000,0.0,0,0,1
0x5003b168b457b663c3c18ffcf5b6a24bee8f59c7,0,502,9981,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.9024,42.16745,0.0000,0.0,0,0,1
0x501262281b2ba043e2fbf14904980689cddb0c78,0,1386,254,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.0750,5.223517,0.0000,0.0,0,0,1
0x503f7065978c3b521e25d8b4a819b7bef6108a9e,0,0,1,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,1.0000,0.0,0.0000,0.0,0,0,1
0x5121e348e897daef1eef23959ab290e5557cf274,0.109000,71,9994,0,2,0,0.0002,0.0,2,0,-1.000000,0.0,-0.054500,0.0245,0.0000,0.0000,0.3803,372.570421,0.0000,0.0,0,0,1
0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0,-8927.088664,28,9385,9998,9108,9998,0.9705,1.0,7359,1,0.120924,116.549634,1.212920,380.514334,1.0977,0.0000,0.8571,755.922972,0.4286,674.128058,0,0,1
0x514910771af9ca656af840dff83e8264ecf986ca,0,9,9750,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.7778,1744.540826,0.0000,0.0,0,0,1
0x516e5436bafdc11083654de7bb9b95382d08d5de,0,107,9998,0,0,0,0.0,0.0,0,0,0.000000,0.0,0.000000,0.0,0.0000,0.0000,0.6729,192.178686,0.0000,0.0,0,0,1
